,Store Hours,Total Breweries
159,"[{""day"":""Mon - Thu, Sun"",""hour"":""11:30 AM - 9:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - 10:00 PM""}]",2
160,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 11:00 PM""}]",2
161,"[{""day"":""Monday - Sunday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Mon - Sun"",""hour"":""Noon - 11:00 PM""}]",2
162,"[{""day"":""Sun - Thu"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 11:00 pm""}]",2
163,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""11:00 AM - 11:00 PM""}]",2
164,"[{""day"":""Monday - Saturday"",""hour"":""10:00 am - 2:00 am""},{""day"":""Sunday"",""hour"":""10:00 am - 12:00 am""}]",2
165,"[{""day"":""Sun"",""hour"":""09:00 AM-10:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""9:00 AM - 11:00 PM""}]",2
166,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - Midnight""}]",2
167,"[{""day"":""Wednesday - Friday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Wed - Fri"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Sat"",""hour"":""1:00 PM - 8:00 PM""}]",2
168,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""}]",2
169,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""10:00 am - 12:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""10:00 am - 1:00 am""},{""day"":""Sun"",""hour"":""10:00 AM - Midnight""},{""day"":""Sat"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Fri"",""hour"":""11:00 AM - 1:00 AM""}]",2
170,"[{""day"":""Monday - Sunday"",""hour"":""10:00 AM - 4:00 PM""}]",2
171,"[{""day"":""Fri"",""hour"":""8am-5pm""}]",2
172,"[{""day"":""Sun"",""hour"":""10:00 AM-06:00 PM""}]",2
173,"[{""day"":""Sun - Sat"",""hour"":""11:00 am - 10:00 pm""}]",2
174,"[{""day"":""Mon - Sun"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 2:00 AM""}]",2
175,"[{""day"":""Monday - Saturday"",""hour"":""9:00 am - 9:00 pm""},{""day"":""Sunday"",""hour"":""10:00 am - 6:00 pm""}]",2
176,"[{""day"":""Mon - Sun"",""hour"":""10:00 am - 6:00 pm""}]",2
177,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 1:00 AM""}]",2
178,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""10:00 am - 12:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""10:00 am - 1:00 am""},{""day"":""Fri"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""10:00 AM - Midnight""},{""day"":""Sat"",""hour"":""10:00 AM - 1:00 AM""}]",2
179,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""10:00 - 00:00""},{""day"":""Mon - Thu"",""hour"":""11:00 - 00:00""},{""day"":""Fri"",""hour"":""11:00 - 01:00""},{""day"":""Sat"",""hour"":""10:00 - 01:00""},{""day"":""Saturday"",""hour"":""10:00 am - 1:00 am""},{""day"":""Sun"",""hour"":""10:00 AM - Midnight""},{""day"":""Sat"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Fri"",""hour"":""11:00 AM - 1:00 AM""}]",2
180,"[{""day"":""Mon - Sun"",""hour"":""11:00 AM - 6:00 PM""}]",2
181,"[{""day"":""Monday - Sunday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Monday - Sunday"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Mon - Sun"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Mon - Sat"",""hour"":""9:00 AM - 10:00 PM""}]",2
182,"[{""day"":""Monday - Saturday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Sat"",""hour"":""11:00 AM - 2:00 AM""}]",2
183,"[{""day"":""Monday - Sunday"",""hour"":""10:00 AM - 5:30 PM""}]",2
184,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""}]",2
185,"[{""day"":""Sun"",""hour"":""10:00 AM-10:00 PM""},{""day"":""Fri"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM-11:00 PM""}]",2
186,"[{""day"":""Monday - Sunday"",""hour"":""6:00 am - 1:00 am""}]",2
187,"[{""day"":""Wednesday"",""hour"":""6:00 PM - 8:00 PM""},{""day"":""Monday - Tuesday"",""hour"":""None""},{""day"":""Friday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 9:00 PM""}]",1
188,"[{""day"":""Saturday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Tuesday"",""hour"":""None""},{""day"":""Sat"",""hour"":""12:00 PM-03:00 PM""},{""day"":""Mon"",""hour"":""8:00 AM - 10:00 AM""},{""day"":""Tue"",""hour"":""1:00 PM - 2:00 PM""},{""day"":""Sunday"",""hour"":""None""},{""day"":""Sat"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Sun"",""hour"":""None""},{""day"":""Monday"",""hour"":""8:00 AM - 10:00 AM""}]",1
189,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:00 am - 10:00 pm""}]",1
190,"[{""day"":""Monday - Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Sunday"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Mon - Sat"",""hour"":""Noon - Midnight""},{""day"":""Sun"",""hour"":""1:00 PM - 10:00 PM""}]",1
191,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""8:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""8:00 AM - 11:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""8:00 am - 1:00 am""},{""day"":""Sunday"",""hour"":""8:00 am - 11:00 pm""}]",1
192,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""10:00 am - 12:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""10:00 am - 1:00 am""},{""day"":""Sun"",""hour"":""10:00 AM - Midnight""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Fri"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""10:00 AM - 1:00 AM""}]",1
193,"[{""day"":""Monday - Friday"",""hour"":""9:00 am - 5:00 pm""},{""day"":""Thursday"",""hour"":""4:00 AM - 1:00 PM""},{""day"":""Friday"",""hour"":""4:00 AM - 11:00 AM""},{""day"":""Saturday - Sunday"",""hour"":""None""},{""day"":""Monday"",""hour"":""4:00 AM - 2:00 PM""},{""day"":""Tuesday"",""hour"":""4:00 AM - 12:00 PM""},{""day"":""Mon - Fri"",""hour"":""9:00 am - 5:00 pm""}]",1
194,"[{""day"":""Monday - Thursday"",""hour"":""2:00 pm - 8:00 pm""},{""day"":""Friday"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Saturday - Sunday"",""hour"":""2:00 pm - 8:00 pm""},{""day"":""Fri"",""hour"":""Noon - 8:00 PM""},{""day"":""Thursday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Tuesday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Monday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""2:00 PM - 8:00 PM""}]",1
195,"[{""day"":""Thursday - Friday"",""hour"":""4:00 PM - 2:00 AM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 2:00 AM""},{""day"":""Sat"",""hour"":""5pm-3am""},{""day"":""Sunday "",""hour"":""1:00pm - 10:00pm ""},{""day"":""Fri"",""hour"":""4pm-2am""},{""day"":""Sun"",""hour"":""11:00 AM-00:00 AM""},{""day"":""Saturday "",""hour"":""5:00pm - 2:00am ""},{""day"":""Wednesday "",""hour"":""4:00pm - 10:00pm ""},{""day"":""Tuesday "",""hour"":""4:00pm - 10:00pm ""},{""day"":""Sun"",""hour"":""11am-12am""},{""day"":""Friday "",""hour"":""5:00pm - 2:00am ""},{""day"":""Sat"",""hour"":""05:00 PM-03:00 AM""},{""day"":""Tue"",""hour"":""4pm-12am""},{""day"":""Monday "",""hour"":""4:00pm - 10:00pm ""},{""day"":""Thursday "",""hour"":""5:00pm - 2:00am ""}]",1
196,"[{""day"":""Monday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 8:00 PM""},{""day"":""Friday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 8:00 PM""}]",1
197,"[{""day"":""Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Monday"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""6:00 PM - 7:00 PM""},{""day"":""Thursday"",""hour"":""6:00 PM - 9:00 PM""},{""day"":""Monday"",""hour"":""6:00 PM - 7:00 PM""},{""day"":""Tuesday"",""hour"":""6:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 8:00 PM""}]",1
198,"[{""day"":""Mon - Sun"",""hour"":""11:30 am - 1:00 am""},{""day"":""Mon - Wed, Sun"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Thu - Sat"",""hour"":""11:30 AM - 2:00 AM""},{""day"":""Sun"",""hour"":""11:30 AM - 1:00 PM""},{""day"":""Mon - Wed"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Monday - Sunday"",""hour"":""11:30 am - 1:00 am""}]",1
199,"[{""day"":""Wed - Thu"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Fri"",""hour"":""3:00 PM - 11:00 PM""},{""day"":""Fri"",""hour"":""3:00 pm - 11:00 pm""},{""day"":""Sun"",""hour"":""12:00 pm - 7:00 pm""},{""day"":""Sat"",""hour"":""Noon - 11:00 PM""},{""day"":""Sat"",""hour"":""12:00 pm - 11:00 pm""},{""day"":""Wed - Thu"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Sun"",""hour"":""Noon - 7:00 PM""}]",1
200,"[{""day"":""Monday - Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Wed - Sat"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""},{""day"":""Mon - Sat"",""hour"":""Noon - 10:00 PM""}]",1
201,"[{""day"":""Saturday"",""hour"":""4:00 pm - 12:00 am""},{""day"":""Tue - Sun"",""hour"":""4:00 PM - Midnight""},{""day"":""Tuesday - Sunday"",""hour"":""4:00 PM - 12:00 AM""}]",1
202,"[{""day"":""Monday - Friday"",""hour"":""4:00 pm - 11:00 pm""},{""day"":""Saturday"",""hour"":""12:00 pm - 11:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Monday - Friday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Mon"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""Noon - 11:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Sun"",""hour"":""12:30 PM - 8:00 PM""}]",1
203,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sunday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Tue"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 am""},{""day"":""Thu"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Mon"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Wed"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM-12:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM-11:00 PM""},{""day"":""Sun"",""hour"":""11:00 am - 11:00 am""},{""day"":""Fri"",""hour"":""11:00 AM-12:00 AM""}]",1
204,"[{""day"":""Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""None""},{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday - Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Tue - Wed"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 8:00 PM""},{""day"":""Mon"",""hour"":""6:00 PM - 7:00 PM""},{""day"":""Sun"",""hour"":""None""},{""day"":""Fri"",""hour"":""4:00 PM - 8:00 PM""}]",1
205,"[{""day"":""Monday - Sunday"",""hour"":""8:00 AM - 12:00 AM""},{""day"":""Mon - Sun"",""hour"":""8:00 AM - Midnight""}]",1
206,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 6:00 PM""}]",1
207,"[{""day"":""Fri - Sat"",""hour"":""6:00 am - 3:00 pm""},{""day"":""Wed - Thu"",""hour"":""7:00 PM - 2:00 AM""},{""day"":""Sun"",""hour"":""9:00 am - 2:00 pm""},{""day"":""Mon"",""hour"":""6:00 PM - 2:00 AM""},{""day"":""Mon - Thu"",""hour"":""6:00 am - 2:00 pm""},{""day"":""Fri"",""hour"":""7:00 PM - 1:00 AM""}]",1
208,"[{""day"":""Tue - Sat"",""hour"":""11:00 AM - 1:30 AM""},{""day"":""Mon"",""hour"":""4:00 PM - 1:30 AM""},{""day"":""Sun"",""hour"":""10:30 AM - Midnight""}]",1
209,"[{""day"":""Friday"",""hour"":""3:00 pm - 8:00 pm""},{""day"":""Saturday"",""hour"":""12:00 pm - 5:00 pm""}]",1
210,"[{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sunday"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Sun"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 pm""}]",1
211,"[{""day"":""Sun"",""hour"":""09:00 AM-08:00 PM""}]",1
212,"[{""day"":""Fri - Sun"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Mon - Thu"",""hour"":""12:00 pm - 6:00 pm""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 6:00 PM""}]",1
213,"[{""day"":""Mon - Sat"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Sun"",""hour"":""12:00 PM-06:00 PM""}]",1
214,"[{""day"":""Sat"",""hour"":""09:00 AM-05:30 PM""}]",1
215,"[{""day"":""Monday - Wednesday, Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Thursday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""10:00 AM - 12:00 AM""}]",1
216,"[{""day"":""Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thursday - Friday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""},{""day"":""Wed"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 10:00 PM""}]",1
217,"[{""day"":""Wednesday - Thursday"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Friday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Wed - Thu"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Sat"",""hour"":""Noon - 7:00 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Fri"",""hour"":""4:00 PM - 9:00 PM""}]",1
218,"[{""day"":""Mon - Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Saturday"",""hour"":""11:00 am - 11:00 pm""}]",1
219,"[{""day"":""Monday - Sunday"",""hour"":""9:00 am - 11:00 pm""}]",1
220,"[{""day"":""Monday - Sunday"",""hour"":""4:00 PM - 2:00 AM""},{""day"":""Monday - Sunday"",""hour"":""4:00 pm - 2:00 am""},{""day"":""Mon - Sun"",""hour"":""4:00 PM - 2:00 AM""}]",1
221,"[{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Monday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Tuesday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Thursday"",""hour"":""12:00 PM - 8:00 PM""}]",1
222,"[{""day"":""Tuesday"",""hour"":""1:00 PM - 4:00 PM""},{""day"":""Wednesday"",""hour"":""2:00 PM - 3:00 PM""},{""day"":""Thursday"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Friday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Saturday"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Monday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 5:00 PM""},{""day"":""Tue"",""hour"":""1:00 PM - 4:00 PM""},{""day"":""Thu"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Fri"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Wed"",""hour"":""2:00 PM - 3:00 PM""},{""day"":""Mon"",""hour"":""11:00 AM - 6:00 PM""}]",1
223,"[{""day"":""Monday - Saturday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Monday - Saturday"",""hour"":""11:00 am - 1:00 am""}]",1
224,"[{""day"":""Saturday"",""hour"":""11:00 am - 2:30 pm5:00 pm - 9:00 pm""},{""day"":""Thu - Sat"",""hour"":""12:00 pm - 7:00 pm""}]",1
225,"[{""day"":""Tuesday - Thursday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""4:00 PM - 12:00 AM""},{""day"":""Sunday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sun - Wed"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Thu - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Tue - Thu"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""4:00 PM - Midnight""},{""day"":""Sun"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Wed"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 12:00 am""}]",1
226,"[{""day"":""Sun - Sat"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Friday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Saturday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Tue"",""hour"":""09:00 AM-10:00 PM""},{""day"":""Saturday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Wednesday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Thursday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Tuesday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Mon - Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon"",""hour"":""10:00 AM-10:00 PM""},{""day"":""Monday "",""hour"":""11:00am - 10:00pm ""},{""day"":""Sunday "",""hour"":""11:00am - 10:00pm ""}]",1
227,"[{""day"":""Tuesday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Wed - Thu"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Wed"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Tue"",""hour"":""Noon - 7:00 PM""},{""day"":""Mon"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Fri"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""11:00 AM - 9:00 PM""}]",1
228,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""10:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 1:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""10:00 AM-10:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM-01:00 AM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""11:00 am - 1:00 am""}]",1
229,"[{""day"":""Monday - Wednesday"",""hour"":""3:00 PM - 12:00 AM""},{""day"":""Friday"",""hour"":""1:00 PM - 2:00 AM""},{""day"":""Mon - Wed"",""hour"":""3:00 PM - Midnight""},{""day"":""Fri"",""hour"":""1:00 PM - 2:00 AM""}]",1
230,"[{""day"":""Monday - Sunday"",""hour"":""11:30 am - 10:00 pm""},{""day"":""Sun"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Tue"",""hour"":""Noon - 5:00 PM""},{""day"":""Mon - Sun"",""hour"":""11:30 am - 10:00 pm""},{""day"":""Mon"",""hour"":""Noon - 8:00 PM""},{""day"":""Fri"",""hour"":""Noon - 10:00 PM""},{""day"":""Saturday"",""hour"":""11:30 am - 10:00 pm""},{""day"":""Sat"",""hour"":""11:00 AM - 9:00 PM""}]",1
